Id,SalePrice
1461,146141.9166265349
1462,155730.39979038294
1463,173720.41452380293
1464,202503.21455510473
1465,201701.4483147601
1466,179133.09142838186
1467,195407.63848476997
1468,165304.74278834136
1469,207738.7919466088
1470,110745.01609635935
1471,198445.2175932452
1472,123653.55668125977
1473,97860.1278701413
1474,146388.85156189813
1475,125818.47152287466
1476,318564.31823417125
1477,255716.97645236505
1478,293229.681186497
1479,266532.6227734531
1480,406467.35028548865
1481,290471.4980009971
1482,214568.93934328342
1483,175717.36692353827
1484,172686.6763931706
1485,189251.14629926812
1486,208263.47483091382
1487,296411.2229021422
1488,263798.5368740214
1489,196318.83067629766
1490,228648.7759050657
1491,216326.1091490786
1492,100151.05386637035
1493,205560.1738792502
1494,289117.7161921542
1495,276097.37640640745
1496,216356.69251651037
1497,176160.15196373872
1498,159313.31593845924
1499,157508.2766076601
1500,145149.92436608975
1501,188557.4719500381
1502,149422.311893177
1503,283498.5267870098
1504,249438.32084034267
1505,224686.75778828422
1506,197786.74917656905
1507,251874.06519445358
1508,207267.15815902292
1509,161688.05786717637
1510,141378.2825492653
1511,144904.82700099493
1512,184880.2664052865
1513,165693.5174328473
1514,148776.517371431
1515,208277.96063120104
1516,170148.92635378498
1517,175650.6697136506
1518,132776.27579224855
1519,250271.77152904333
1520,128845.39546307479
1521,132415.43421353865
1522,192428.33302002866
1523,83773.40603797394
1524,118464.26366603025
1525,113767.67839989183
1526,83400.78041273216
1527,89376.38701640372
1528,160439.35358631122
1529,135307.2576545945
1530,236588.14210571
1531,128835.8918849444
1532,92377.16601642361
1533,148672.68505712505
1534,135737.4004868758
1535,160679.55242687836
1536,106331.27596543496
1537,27631.288636115612
1538,195202.96342429658
1539,224668.58387489105
1540,104847.6592784177
1541,162656.08564737882
1542,153456.61378184636
1543,208260.93201165902
1544,65841.18677329808
1545,133426.51458753808
1546,132177.8141188207
1547,141587.92268704902
1548,151692.4116902931
1549,129215.62462576013
1550,118120.3903213935
1551,131441.223513491
1552,130847.9936281417
1553,158390.3429936103
1554,128530.76471922873
1555,167243.19762475486
1556,79724.96323439805
1557,72180.4505278992
1558,100105.1436595153
1559,56623.15724297427
1560,125341.62260202458
1561,109621.52654367941
1562,124236.75482135569
1563,117863.67504026205
1564,145949.93800665578
1565,134516.86056475388
1566,256010.98268247442
1567,55581.61546176649
1568,221226.25585527648
1569,98528.19256572216
1570,145788.5883689893
1571,110484.65473974496
1572,147129.6221930124
1573,252052.7180612418
1574,114595.54382947157
1575,246168.37420025305
1576,249733.52163133514
1577,206467.69227558374
1578,142730.41292279982
1579,135387.24564753054
1580,212698.0711220107
1581,147381.83817858226
1582,116487.29523127875
1583,313190.8651005856
1584,236300.19655593205
1585,151359.94821385108
1586,47719.68826717674
1587,104072.49971906468
1588,152255.1139774539
1589,98791.29409626755
1590,133775.33801698568
1591,60450.726539214374
1592,121787.9887759129
1593,127587.73372800392
1594,127640.80577245634
1595,92211.9329098796
1596,219647.79370223288
1597,186553.14820800512
1598,204559.21381595614
1599,202369.10366081377
1600,186639.2020896573
1601,19468.816268486204
1602,143210.7017615873
1603,62877.19136145851
1604,255485.39924506727
1605,259191.188377494
1606,174768.24768157653
1607,189825.4423383202
1608,209082.12481506728
1609,200636.00744642084
1610,150151.2160984727
1611,148691.26026369375
1612,168176.3270922294
1613,173356.5550552106
1614,120635.1747719429
1615,60964.43721482693
1616,37666.777922673384
1617,65999.31543872156
1618,121336.50519976486
1619,150549.69564294303
1620,185319.77253348217
1621,142427.08196661226
1622,134588.47136099893
1623,263002.6439710099
1624,210678.43335690512
1625,138806.8291492262
1626,186525.90869666496
1627,197605.47531532915
1628,282755.24902250594
1629,192209.49803473544
1630,325522.047794261
1631,213033.67724496336
1632,234453.27377751633
1633,186599.15591628174
1634,183631.15806329856
1635,175875.82102218783
1636,156512.02734592883
1637,190359.59633260197
1638,223156.3272859361
1639,203122.12381034973
1640,272713.24283816735
1641,201748.60124084167
1642,226240.5691979723
1643,235593.6585070137
1644,244488.69587104185
1645,225170.1398589944
1646,171139.55963763292
1647,177508.83123330562
1648,134480.9335331202
1649,135561.14096158347
1650,106216.94475062517
1651,111836.33991781715
1652,118144.14519355027
1653,120622.75644373964
1654,145785.0310157684
1655,148222.7422177773
1656,135325.7619672548
1657,147130.7833230663
1658,138573.99227169994
1659,145528.33682444738
1660,149588.144250975
1661,367705.89270171407
1662,335502.113371772
1663,332497.31113998475
1664,420889.7933422185
1665,294197.74131756416
1666,297109.868185116
1667,302426.67072510533
1668,313966.77840032964
1669,289388.82057314203
1670,314124.2276380628
1671,266494.9913651645
1672,382747.9284090719
1673,284741.12031013216
1674,261047.15253597707
1675,189402.15650202124
1676,193524.47586138966
1677,211484.74350272422
1678,417650.9624008511
1679,324020.9053193778
1680,289739.5727066267
1681,253093.67322392552
1682,286551.19254677463
1683,192523.8480276859
1684,197860.46674334677
1685,171689.23281473294
1686,170418.8954441368
1687,177421.50988321844
1688,208099.57361090695
1689,206789.534295212
1690,205238.8261456152
1691,192557.14236671245
1692,254810.38541281852
1693,183846.21004931442
1694,179735.02966249152
1695,178691.27800978883
1696,267898.0571840822
1697,183877.9591427152
1698,323745.48231529
1699,300405.0818581686
1700,257952.70433310233
1701,283343.1950183851
1702,269447.49896977656
1703,259328.0212710821
1704,281458.4512736532
1705,244599.51126930048
1706,375501.4192793041
1707,203756.05583068402
1708,213932.14544961764
1709,280495.4207470843
1710,243606.3539369919
1711,267304.7727071673
1712,260138.7242672285
1713,258162.20304049877
1714,227419.05541129573
1715,208431.464902675
1716,195754.87872824026
1717,188492.57515109587
1718,139516.46053076908
1719,219569.53878852865
1720,262870.452302563
1721,192945.87373449793
1722,124451.26370428549
1723,157805.19866007566
1724,225761.76932925615
1725,233994.1044872403
1726,193685.35204652697
1727,152040.43195796479
1728,194416.0266548004
1729,173125.35915792547
1730,179473.7980036186
1731,107577.78028626204
1732,120436.65156360762
1733,125300.4854941743
1734,115323.43767602067
1735,129697.82896285667
1736,108516.74343285314
1737,330606.02092136536
1738,252805.4850606674
1739,267089.6022609677
1740,193747.1089540266
1741,190951.52952585998
1742,166445.93538030912
1743,177965.66578237386
1744,309695.6103816058
1745,234895.2568496999
1746,229750.3771717127
1747,242154.39334614412
1748,230125.55968263932
1749,155108.50488743442
1750,157187.5795187445
1751,264199.34515879187
1752,119483.59712860617
1753,152928.39254923724
1754,234269.96789133945
1755,169374.08391135116
1756,112733.33646760206
1757,106338.81873589684
1758,133930.62204774795
1759,171767.064462977
1760,170330.11083305185
1761,156058.30818913248
1762,171939.81733598514
1763,159142.82650819933
1764,107653.71954698325
1765,202879.91152031394
1766,202726.9241498399
1767,246765.8864865112
1768,143923.93284660322
1769,184344.37026201375
1770,159843.17148233228
1771,121729.81967575895
1772,136593.70432138955
1773,99775.51645474625
1774,156339.21812472446
1775,143037.3476074771
1776,137035.35262330854
1777,96633.88630565442
1778,141531.00585572352
1779,142576.11361540854
1780,191297.51484711538
1781,121683.63178021275
1782,50722.67268586205
1783,140769.37987032766
1784,89153.53470684704
1785,103448.28952487698
1786,140353.90221504588
1787,168092.00049540703
1788,-7505.003602825105
1789,94133.71895836503
1790,34363.393247492844
1791,227550.41278745048
1792,186938.23834909615
1793,149333.26373609295
1794,174907.86837716307
1795,141290.48091903492
1796,140798.1412563906
1797,157903.93416208937
1798,108185.46321641258
1799,101495.03887603222
1800,103467.60738882702
1801,103845.50872816774
1802,162177.36183780408
1803,173264.24669798906
1804,134555.1091422506
1805,143677.64857730898
1806,143672.388946241
1807,169205.571950617
1808,119251.00155190309
1809,110140.97723515215
1810,140371.21553738858
1811,56980.47140497668
1812,89475.20859430823
1813,125094.09342063218
1814,68242.85195326782
1815,9547.130621896125
1816,92166.3180186213
1817,91748.76280189445
1818,157939.54995519877
1819,119824.82759562391
1820,26543.763321905397
1821,122454.59151978907
1822,151846.57400480774
1823,3273.0422580726445
1824,135595.60993612395
1825,133913.79394458747
1826,103170.19023995264
1827,103255.77073412552
1828,131185.07896198914
1829,130534.17773975292
1830,160359.3095834197
1831,189882.71685859095
1832,105683.1150483645
1833,154959.46290632547
1834,141098.17871279572
1835,114805.55084407446
1836,136807.9635172994
1837,77074.90415158123
1838,120020.48217315017
1839,83148.13055011141
1840,122739.0001553907
1841,136062.40018410585
1842,66762.98490583431
1843,141211.68705377844
1844,129297.15251671383
1845,138587.84900866565
1846,149446.8770489148
1847,163159.9613833055
1848,-8456.013448259328
1849,120025.44149190513
1850,116164.0822265693
1851,151654.9477819472
1852,114490.7530691307
1853,115564.69226661022
1854,186366.52688940195
1855,163826.26864147047
1856,235582.9251373054
1857,139354.53580361605
1858,150369.41010576184
1859,122132.52650529658
1860,162021.69234094233
1861,121059.91297747684
1862,263523.85970821907
1863,261611.46768954
1864,261629.53676632512
1865,338653.4688433802
1866,314247.9389683353
1867,243591.30976037635
1868,284595.421058486
1869,226964.76641349285
1870,251467.78649445693
1871,248906.8853181312
1872,171287.25291307666
1873,226681.3666121387
1874,151268.7745864056
1875,211071.95103643578
1876,202409.2022206469
1877,227663.11165511748
1878,221044.30783003918
1879,122042.81689663068
1880,141035.91304266383
1881,263466.010070167
1882,259664.20835669502
1883,204960.26013449486
1884,220421.15942272637
1885,260667.84559377097
1886,278325.8340214528
1887,232088.1043672613
1888,288040.42280700174
1889,167023.55424812948
1890,116786.8098946733
1891,139843.43322077254
1892,76683.80044511682
1893,132234.4224362597
1894,105296.2927410875
1895,161776.322684156
1896,117015.62707621814
1897,113076.9815942049
1898,121015.05741068604
1899,146024.33561796043
1900,156077.09656573576
1901,150794.8604715143
1902,155550.59815408592
1903,220300.70722028054
1904,130782.35794323357
1905,183862.47744649346
1906,154138.83824065025
1907,206407.7537553478
1908,126793.803995013
1909,143485.47397662094
1910,133312.64771463117
1911,208603.20087075303
1912,286287.70722459536
1913,157686.41987103852
1914,45538.87015464436
1915,251071.8247401046
1916,15699.4861551153
1917,262764.1753437051
1918,150001.86943033873
1919,188780.25141198374
1920,173593.7722337402
1921,339572.5221326144
1922,303771.87999713584
1923,227088.95976416045
1924,224151.2813088051
1925,233011.33382618963
1926,346630.09219724475
1927,140421.3927115465
1928,163293.50803642417
1929,116220.0361298644
1930,150546.9175614079
1931,140588.64165114053
1932,139509.62941698823
1933,178033.22611237643
1934,187132.54272241564
1935,180987.48105435423
1936,192977.28136647446
1937,183286.9534068252
1938,161478.02375300857
1939,239999.6660019725
1940,197432.94491974474
1941,178485.49261438707
1942,190935.61599123408
1943,196088.33449689415
1944,275293.05210322817
1945,323945.0999628946
1946,155427.53483285313
1947,274435.39789477456
1948,184543.4934321975
1949,249258.03399388143
1950,213699.5067480621
1951,267185.70263681654
1952,244210.82327185292
1953,186888.0927084894
1954,223533.15655485704
1955,135446.08960850723
1956,322248.4936242574
1957,172031.59321525553
1958,304114.29064661986
1959,141064.83519835165
1960,95976.48298652237
1961,111440.29942519125
1962,118993.18273437186
1963,139400.16518729436
1964,105608.10043919808
1965,134787.2568735259
1966,150032.79839174612
1967,281222.51389422966
1968,344691.72055116505
1969,333465.7134754723
1970,354839.8199531189
1971,398772.6711018132
1972,346929.4896056629
1973,263837.6508089502
1974,291670.00613701413
1975,421385.58106822753
1976,289830.09434814355
1977,339816.9980986642
1978,307216.24548675027
1979,294923.04981145076
1980,191600.25638039573
1981,313892.4015769926
1982,224860.54502900154
1983,212357.9111590071
1984,185652.8477285381
1985,227918.31009505503
1986,227290.62945991126
1987,192797.33849734417
1988,176096.61380734714
1989,204920.91600085702
1990,224343.8559780172
1991,214899.2825115847
1992,245164.6237498154
1993,185906.84417283908
1994,244866.28988755774
1995,197546.68082719482
1996,291074.3995027628
1997,285970.5463706516
1998,314586.0388913152
1999,260061.27393210237
2000,301170.9182022759
2001,264317.13906042976
2002,240891.70210221224
2003,260300.33796750708
2004,281157.2160088441
2005,234575.7446297838
2006,225859.03359704465
2007,256107.69658564474
2008,220781.45706141787
2009,194618.14011444012
2010,216285.90121652093
2011,153413.59991996503
2012,184681.1997130299
2013,177669.30378874578
2014,194026.40074500418
2015,208176.9644695341
2016,194092.30277502397
2017,212236.72307362477
2018,110595.22821565415
2019,134491.5532142513
2020,77992.49449088308
2021,96852.18736480875
2022,188915.01638675225
2023,132128.326006477
2024,262871.1267257838
2025,342348.04375993623
2026,181657.80622162065
2027,142845.94956198568
2028,170576.05263900594
2029,159443.85245242412
2030,261923.0338751194
2031,255581.2634146195
2032,243702.99244737253
2033,255047.05134869018
2034,169867.82594625768
2035,235875.10382585484
2036,222650.8274454102
2037,226722.0276833456
2038,312060.4826424082
2039,212388.06910032453
2040,354261.54105251166
2041,272796.6847880115
2042,214998.2092272665
2043,176274.6017964012
2044,194753.65697107068
2045,217985.6483031751
2046,138470.27808124362
2047,138452.4693228763
2048,136545.67209695582
2049,131358.80812586634
2050,191113.2321545987
2051,117434.26494440716
2052,121828.44176254538
2053,143121.21219532168
2054,67218.23186458391
2055,156041.01803810406
2056,141218.06095794938
2057,110461.4078962272
2058,217124.70905109658
2059,125557.9783308038
2060,202398.2027826826
2061,194791.40694563673
2062,118382.85325004789
2063,99444.06472095684
2064,136051.53056509886
2065,118264.99387045065
2066,179063.5364761625
2067,121143.41874610749
2068,136172.89083430893
2069,79979.91733119404
2070,101840.06670840573
2071,71086.8407511278
2072,153235.73207508796
2073,127702.005285013
2074,189204.33062347444
2075,158926.65963400947
2076,122176.95895881765
2077,130450.9711363106
2078,114990.69573961222
2079,141492.8561360396
2080,122499.25197001174
2081,124556.15995155508
2082,109880.03550665989
2083,141085.5628347767
2084,101670.44245947199
2085,108949.18289084663
2086,156645.9297293462
2087,129323.92336442368
2088,113745.7228956758
2089,65336.8828342834
2090,133069.62467632536
2091,71446.1640271109
2092,139126.65714534908
2093,133137.70525665
2094,129718.88680902636
2095,150185.10336550372
2096,79062.66676483839
2097,76844.08371332567
2098,142736.89236691385
2099,11735.163305806229
2100,37095.37591572432
2101,104372.10370237753
2102,157160.10548518458
2103,94588.08792277868
2104,141942.84503078158
2105,119500.2871100395
2106,11692.322796286084
2107,197284.8663127364
2108,120280.62285091844
2109,104113.22050124244
2110,126333.83408061485
2111,184624.7143780503
2112,121176.00357492198
2113,122218.2817620805
2114,123791.76615747041
2115,162723.63598865434
2116,110362.1398145021
2117,165704.81439948315
2118,139045.73746883566
2119,109533.6184555667
2120,112103.64593249047
2121,86583.93519975943
2122,86275.00736946194
2123,106190.28684042976
2124,181158.56236237776
2125,128248.56227914663
2126,147933.97287850687
2127,159651.63093913835
2128,140464.91260914155
2129,117350.32798068691
2130,141210.7274490872
2131,162596.2331508242
2132,118257.26853347127
2133,127042.47479603835
2134,119008.38215848827
2135,112047.6898631556
2136,15632.672305567423
2137,111684.26983135939
2138,123691.12447133148
2139,149602.8033339798
2140,140386.83657739311
2141,158419.6799311021
2142,122581.14586423151
2143,134429.6058887313
2144,87850.79501044843
2145,139598.15471776738
2146,189490.33531237138
2147,138048.41626179148
2148,143261.1620541648
2149,140620.12509026006
2150,218378.52340738033
2151,138757.312164288
2152,153736.1274170978
2153,190557.95717224735
2154,92760.04761359119
2155,163723.883818859
2156,274614.76903234585
2157,249731.80692196032
2158,234213.11397298076
2159,219974.00059190858
2160,187114.18435625802
2161,258672.34427437163
2162,392679.6132523916
2163,320610.7757563214
2164,244830.8222065221
2165,198644.33073677844
2166,151099.62088895007
2167,221953.70303553622
2168,199993.99334099935
2169,208325.0831178336
2170,219797.72572007938
2171,159010.82418757793
2172,134961.54432964278
2173,187472.1357588363
2174,242854.17683850625
2175,295926.4945377833
2176,284724.81954117934
2177,241116.01103956415
2178,238734.5014722529
2179,147837.8628298419
2180,243002.439665962
2181,199973.7584042307
2182,232130.9221767597
2183,200843.8228769598
2184,138014.1857698739
2185,126836.07665042602
2186,169713.51928832056
2187,156460.10980241722
2188,165427.10288420715
2189,283076.0808278527
2190,63579.33220429928
2191,65573.20439588814
2192,37830.3954014217
2193,101933.69323147461
2194,99647.59823759133
2195,94212.13260255032
2196,79088.28777145641
2197,101034.48286186997
2198,183998.14003414405
2199,185363.15642353822
2200,144895.3067376637
2201,137355.199106863
2202,201371.5288802497
2203,119141.85675777728
2204,148802.78673783503
2205,105918.51032639644
2206,156077.02492805454
2207,220574.97810112755
2208,240149.80340648768
2209,191580.01699253917
2210,131053.08283366263
2211,133502.75237093028
2212,127611.80748791504
2213,84556.88906932599
2214,137632.12812869973
2215,105517.33193806093
2216,150462.58250765014
2217,8873.023336062208
2218,74104.31983292662
2219,74097.77350817202
2220,47513.735735674156
2221,253042.57944660657
2222,234741.07668926194
2223,281673.63014857494
2224,234859.5210171796
2225,137014.7697788584
2226,176400.38934983965
2227,216004.22726891725
2228,271354.55486071855
2229,244448.2329374093
2230,141152.67382269958
2231,207292.59843326895
2232,196941.01835693535
2233,196113.9571037579
2234,250396.90742686065
2235,209823.4541916689
2236,259209.16023230203
2237,312224.75432711304
2238,233981.92627052125
2239,128666.89975766
2240,154659.41516590072
2241,135410.4632888746
2242,116197.11596656637
2243,110980.03674873244
2244,84208.52567315847
2245,76126.64591824776
2246,137528.0136696347
2247,125629.00170312263
2248,130741.54456004454
2249,122916.28622834338
2250,133729.25715228636
2251,106900.0052836244
2252,202213.75871144352
2253,155043.03872623667
2254,180558.21272483445
2255,202796.11336490186
2256,190920.37950503686
2257,196509.47764232568
2258,177232.66438102047
2259,180144.40689306217
2260,166128.48167762137
2261,191755.15262506623
2262,210861.63362423796
2263,307238.8879147521
2264,393460.7218957525
2265,162310.82219307614
2266,259246.31186180073
2267,362043.0942661185
2268,356214.98542438424
2269,161987.90685871872
2270,209680.89759484679
2271,238493.61945298244
2272,235458.9071089432
2273,180205.49216406
2274,196295.5336307257
2275,198245.5871954318
2276,197588.63574633584
2277,193012.32335175853
2278,167956.9525012232
2279,115516.22787932074
2280,100825.36232316354
2281,159171.27249697642
2282,172198.7412578822
2283,130423.33125003311
2284,109267.81845044508
2285,158122.88202239387
2286,119516.15369453258
2287,310668.5398844632
2288,262217.5792714334
2289,319902.11945951707
2290,369631.5672931608
2291,296793.39392744796
2292,376579.82781821885
2293,375919.8070179685
2294,335568.42068389896
2295,412393.108699362
2296,264619.74279460264
2297,283853.8782894227
2298,299045.0742111807
2299,328684.43633895065
2300,303639.4279580228
2301,273345.65231065056
2302,256483.25912620244
2303,254781.4703696596
2304,251151.99901784188
2305,192447.09749805764
2306,195109.2741099263
2307,187895.62985117803
2308,227913.4312417903
2309,270695.67742949724
2310,210589.43311235378
2311,210117.97855253448
2312,188142.13036314026
2313,171939.25878243614
2314,192806.3837078421
2315,175969.90177406487
2316,177169.45538151707
2317,184710.5423050695
2318,172292.42329860036
2319,193165.39408356836
2320,193326.19440969452
2321,247350.96693007462
2322,197510.597376602
2323,189974.24268667656
2324,190918.30952761997
2325,209660.87780902465
2326,186553.90438459092
2327,208825.05228342512
2328,227544.18694149563
2329,188914.85656363284
2330,192485.8417804106
2331,316847.336829321
2332,350700.9312957667
2333,304429.7790941193
2334,247375.56489407248
2335,270005.1529414011
2336,316355.73247638834
2337,200188.98687284812
2338,269808.77336181654
2339,242493.53004990704
2340,382946.36780104693
2341,206618.80279549817
2342,249659.17317529814
2343,236194.52958595543
2344,230746.93803048786
2345,249467.1199145005
2346,218503.86740623554
2347,196231.02598550334
2348,250779.2588828127
2349,168146.2180758547
2350,276868.09168594284
2351,241908.38063398795
2352,257704.39267069544
2353,247860.30003662338
2354,142209.4054321982
2355,160158.1996540043
2356,158707.99997094553
2357,213557.6332458146
2358,198347.96316904877
2359,132175.71571893315
2360,120216.47284628334
2361,145811.29783752188
2362,277443.34659931995
2363,141232.67391653988
2364,194338.96803115192
2365,224141.48359324876
2366,189021.30885752686
2367,211044.248309816
2368,191255.43809436844
2369,214109.42288049427
2370,160900.800874067
2371,149167.58422992565
2372,195187.33477677777
2373,276777.4174982377
2374,313738.8388349279
2375,239501.95244663
2376,301718.57827074826
2377,329007.50120567484
2378,150450.99929650174
2379,232604.56615684275
2380,151632.17296284833
2381,185839.86742772162
2382,240305.0483869412
2383,224035.1043294
2384,254074.71880660346
2385,168006.71144794836
2386,145383.2667336373
2387,126241.43274388788
2388,106042.84725622553
2389,124186.0902241182
2390,139618.5041817245
2391,141341.28629789432
2392,102376.27828489034
2393,183904.73541609617
2394,133703.30334053282
2395,213174.76928132796
2396,160798.70099502243
2397,227010.33838344924
2398,133915.7724470331
2399,16821.43008221453
2400,12523.023880232358
2401,125983.40371147823
2402,145085.48711493867
2403,143019.04398429557
2404,132629.0964698519
2405,163569.90987756336
2406,155044.4288523849
2407,120969.01183393132
2408,149059.08098756103
2409,114248.50144063192
2410,191587.29108382342
2411,111178.58753708843
2412,157083.00175700476
2413,113752.42534023384
2414,145619.904868691
2415,132526.23357554968
2416,138566.01998356823
2417,137482.52875196375
2418,123052.86646311334
2419,92130.73812453658
2420,109649.04799155216
2421,118499.29452450853
2422,115136.54379185103
2423,93351.15588127053
2424,156793.6563032642
2425,242398.65448268596
2426,140274.6175143835
2427,105183.06077344227
2428,200102.83924851823
2429,104814.44519746816
2430,141811.3011642159
2431,105791.12242805841
